Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Testing,Coronavirus: first COVID-19 vaccine is ready for human testing,"With the coronavirus (COVID-19) spreading around the globe, health officials are rushing to create a vaccine that can battle the virus. US biotech firm, Moderna, has said that they have created an experimental COVID-19 vaccine that has now been shipped off to US government researchers for further testing. The initial first trails for the vaccine are planned for sometime in April, but approvals for this vaccine could take as long as a year to get through.",2020-02-26,tweaktown.com,Global,Moderna,MRNA,0.15,0.016666666666666666,0.08333333333333333,0.12229166666666666,positive,positive,2020-02-25,2020-02-27,0.10818876262626262,0.07995108225108224
Masks,HKUST scientists shed light on COVID-19 vaccine development,"A team of scientists at the Hong Kong University of Science and Technology (HKUST) has recently made an important discovery in identifying a set of potential vaccine targets for the SARS-CoV-2 coronavirus, providing crucial leads for guiding experimental efforts towards the vaccine development against the novel pneumonia (COVID-19) caused by the virus. Like SARS-CoV, which caused the SARS (Severe Acute Respiratory Syndrome) outbreak in 2003, SARS-CoV-2 belongs to the same Betacoronavirus genus. By considering the genetic similarity between SARS-CoV-2 and SARS-CoV, the team leveraged experimentally-determined immunological data to identify a set of SARS-CoV- derived B cell and T cell epitopes that exactly match to SARS-CoV-2.",2020-02-26,eurekalert.org,,,,0.4,0.16875,0.28437500000000004,0.12229166666666666,positive,positive,2020-02-25,2020-02-27,0.10818876262626262,0.07995108225108224
Cases,Novavax Advances Development of Novel COVID-19 Vaccine,"Novavax has a proven track record of rapid innovative vaccine development against novel emerging viruses, including efforts to develop vaccines against previous coronaviruses, Middle East Respiratory Syndrome (MERS-CoV), and Severe Acute Respiratory Syndrome (SARS). In both cases, Novavax' candidate vaccines demonstrated strong immunogenicity and 100% protection against virus challenge in preclinical testing. Novavax also developed a safe and clinically immogenetic Ebola vaccine candidate that proved effective in primate studies.",2020-02-26,globenewswire.com,Global,,,0.0,0.32083333333333336,0.16041666666666668,0.12229166666666666,positive,positive,2020-02-25,2020-02-27,0.10818876262626262,0.07995108225108224
Testing,"CODX On Fire, MNLO Plunges On Serlopitant Data, VIR Enters COVID-19 Vaccine Race","Shares of Co-Diagnostics Inc. (CODX) continued to rally on Wednesday, touching a new 52-week high, following the CE Mark receipt for its Logix Smart Coronavirus COVID-19 Test. The Logix Smart Coronavirus COVID-19 Test is to be sold as an in vitro diagnostic ('IVD') for the diagnosis of SARS-CoV-2 (COVID-19) in markets that accept CE-marking as valid regulatory approval, and is now available for purchase from the Company's Utah-based ISO-13485:2016 certified facility. Dwight Egan, Chief Executive Officer of Co-Diagnostics, remarked, 'We believe Co-Diagnostics is the first U.S. Company to receive a CE-marking for a coronavirus IVD, which is a testament to the quality of our platform'. CODX touched a new 52-week high of $10.89 in intraday trading before closing at $8.90, up 106.26%. Menlo The",2020-02-27,finanznachrichten.de,Germany,,,0.0,0.21712987012987012,0.10856493506493506,0.07995108225108224,positive,positive,2020-02-26,2020-02-28,0.12229166666666666,0.12399603174603176
Masks,HKUST Scientists Shed Light on COVID-19 Vaccine Development,"A team of scientists at the Hong Kong University of Science and Technology (HKUST) has recently identified a set of potential vaccine targets which could be helpful for the development of a vaccine against the SARS-CoV-2 coronavirus – the cause of a novel pneumonia (COVID-19) outbreak which has spread to over 30 countries to date, infecting over 80,000 people and claimed over 2,600 lives*. As genetic sequences of SARS-CoV-2 are similar to those of SARS-CoV – the virus that caused the SARS (Severe Acute Respiratory Syndrome) outbreak in 2003, scientists have been drawing on previous data and knowledge of the SARS virus in search of a way to crack SARS-CoV-2. Now, a team led by HKUST data scientists Prof. Matthew MCKAY and Dr. Ahmed Abdul QUADEER have identified a set of B cell and T cell ep",2020-02-27,miragenews.com,Global,,,0.4,0.08666666666666667,0.24333333333333335,0.07995108225108224,positive,positive,2020-02-26,2020-02-28,0.12229166666666666,0.12399603174603176
Masks,COVID-19 vaccine development,"Like SARS-CoV, which caused the SARS (Severe Acute Respiratory Syndrome) outbreak in 2003, SARS-CoV-2 belongs to the same Betacoronavirus genus. By considering the genetic similarity between SARS-CoV-2 and SARS-CoV, the team leveraged experimentally-determined immunological data to identify a set of SARS-CoV- derived B cell and T cell epitopes that exactly match to SARS-CoV-2.",2020-02-27,sciencedaily.com,Global,,,0.0,0.2833333333333333,0.14166666666666666,0.07995108225108224,positive,positive,2020-02-26,2020-02-28,0.12229166666666666,0.12399603174603176
Testing,Generex Provides Coronavirus Update: Generex Receives Contract from Chinese Partners to Develop a COVID-19 Vaccine Using Ii-Key Peptide Vaccines,"Joe Moscato, President & Chief Executive Officer of Generex has signed the draft contract with deal terms and will be traveling to China next week to sign the final, official contract with its Chinese partners to develop a COVID-19 vaccine using the Ii-Key immune system activation technology. Generex management will be presenting the company's data, demonstrating the technology, and finalizing work plans with those partners to produce an Ii-Key-COVID-19 peptide vaccine that can be tested in human studies within 90 days. Mr. Moscato is expected to sign the official agreements on behalf of Generex at a signing ceremny in China next week, at which time Generex will make further announcements.",2020-02-27,tmcnet.com,Global,,,0.0,-0.014285714285714287,-0.0071428571428571435,0.07995108225108224,negative,positive,2020-02-26,2020-02-28,0.12229166666666666,0.12399603174603176
Cases,Protein Sciences in Meriden Working on COVID-19 Vaccine,"The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold. Cases of Coronavirus in the United States There have been 14 cases of this coronavirus -- COVID-19 -- in the United States. Twelve of them were travel-related and two were spread from person to person.",2020-02-27,nbcconnecticut.com,Global,,,0.0,-0.17333333333333334,-0.08666666666666667,0.07995108225108224,negative,positive,2020-02-26,2020-02-28,0.12229166666666666,0.12399603174603176
Covid19,Health agencies to jointly develop Covid-19 vaccine,"Several health organisations have signed a memorandum of understanding on the development of a vaccine for the coronavirus (Covid-19) , said Sukhum Kanchanapimai, permanent secretary of Public Health Ministry. The collaboration will receive support from eleven organisations, including Mahidol University, Chulalongkorn University, the National Vaccine Institute, the National Research Council of Thailand, the Department of Disease Control, the Department of Medical Sciences and BioNet-Asia Co Ltd. The development of an effective vaccine requires integrated knowledge and a time span of at least 9-12 months. It would first be tested on animals, but a MoU was a good start, said the director of National Vaccine Institute.",2020-02-28,nationthailand.com,Global,,,0.0,0.17857142857142858,0.08928571428571429,0.12399603174603176,positive,positive,2020-02-27,2020-02-29,0.07995108225108224,0.3730681818181818
Cases,Altimmune Completes First Development Milestone Toward a Single-Dose Intranasal COVID-19 Vaccine,"[February 28, 2020] Altimmune Completes First Development Milestone Toward a Single-Dose Intranasal COVID-19 Vaccine GAITHERSBURG, Md., Feb. 28, 2020 (GLOBE NEWSWIRE) -- Altimmune, Inc. (Nasdaq: ALT), a clinical-stage biopharmaceutical company, today announced the advancement of a novel single-dose, intranasal vaccine using Altimmune's proprietary technology to protect against COVID-19, the disease caused by the SARS-CoV-2 virus. Altimmune has completed the design and synthesis of the vaccine and is now advancing it toward animal testing and manufacturing. ""With the spread of COVID-19 outside of China, including the first case of unknown origin in the United States, we have taken action to develop and make our vaccine technology available to help address this crisis,"" said Vipin K. Garg, P",2020-02-28,tmcnet.com,Global,,,0.25,0.15,0.2,0.12399603174603176,positive,positive,2020-02-27,2020-02-29,0.07995108225108224,0.3730681818181818
Cases,It's going to take a lot longer to make a COVID-19 vaccine than a treatment,"Experts say that it will be between a year and 18 months, or maybe longer, before they're available to the public. One of the strategies for creating a vaccine involves making copies of one part of the virus (in this case, the bit that the novel coronavirus uses to infiltrate cells). Then, the immune system of the person who receives the vaccine makes antibodies that neutralize that particular bit.",2020-02-28,theverge.com,Global,,,0.0,0.18888888888888888,0.09444444444444444,0.12399603174603176,positive,positive,2020-02-27,2020-02-29,0.07995108225108224,0.3730681818181818
Testing,Kaiser Permanente Washington selected for clinical trials of COVID-19 vaccination,"SEATTLE, Wash. — The National Institutes of Health has selected Kaiser Permanente Washington as the first to begin clinical testing of a vaccine for the coronavirus. A Kaiser spokesperson told KGMI in an email statement that they will recruit 45 healthy people ages 19 to 55 to participate in the trial, which is expected to last 13 months.",2020-02-28,kgmi.com,Global,,,0.0,0.1625,0.08125,0.12399603174603176,positive,positive,2020-02-27,2020-02-29,0.07995108225108224,0.3730681818181818
